2026-04-06T18:43:13  INFO     [18:43:13.780] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.8 min left
2026-04-06T19:41:02  INFO     [19:41:02.795] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 4.0 min left
2026-04-06T19:41:03  INFO     [19:41:03.465] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:03  INFO     [19:41:03.469] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:03  INFO     [19:41:03.522] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:04  INFO     [19:41:04.195] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:04  INFO     [19:41:04.199] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:04  INFO     [19:41:04.249] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:04  INFO     [19:41:04.933] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:04  INFO     [19:41:04.937] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:04  INFO     [19:41:04.978] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:05  INFO     [19:41:05.669] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:05  INFO     [19:41:05.673] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:05  INFO     [19:41:05.706] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:06  INFO     [19:41:06.406] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:06  INFO     [19:41:06.410] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:06  INFO     [19:41:06.434] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:07  INFO     [19:41:07.133] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:07  INFO     [19:41:07.141] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:07  INFO     [19:41:07.157] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:07  INFO     [19:41:07.871] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:07  INFO     [19:41:07.874] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:07  INFO     [19:41:07.883] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:08  INFO     [19:41:08.608] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.9 min left
2026-04-06T19:41:08  INFO     [19:41:08.612] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.9 min left
2026-04-06T19:41:08  INFO     [19:41:08.615] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.9 min left
2026-04-06T19:41:09  INFO     [19:41:09.342] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:09  INFO     [19:41:09.346] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:09  INFO     [19:41:09.355] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:10  INFO     [19:41:10.073] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:10  INFO     [19:41:10.077] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:10  INFO     [19:41:10.082] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:10  INFO     [19:41:10.808] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:10  INFO     [19:41:10.811] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:10  INFO     [19:41:10.814] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:11  INFO     [19:41:11.543] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:11  INFO     [19:41:11.547] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:11  INFO     [19:41:11.579] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:12  INFO     [19:41:12.281] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:12  INFO     [19:41:12.285] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:12  INFO     [19:41:12.311] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:13  INFO     [19:41:13.023] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:13  INFO     [19:41:13.027] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:13  INFO     [19:41:13.035] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:13  INFO     [19:41:13.760] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:13  INFO     [19:41:13.763] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:13  INFO     [19:41:13.766] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:14  INFO     [19:41:14.492] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.8 min left
2026-04-06T19:41:14  INFO     [19:41:14.496] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.8 min left
2026-04-06T19:41:14  INFO     [19:41:14.499] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.8 min left
2026-04-06T19:41:15  INFO     [19:41:15.223] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:15  INFO     [19:41:15.230] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:15  INFO     [19:41:15.237] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:15  INFO     [19:41:15.950] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:15  INFO     [19:41:15.959] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:15  INFO     [19:41:15.963] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:16  INFO     [19:41:16.688] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:16  INFO     [19:41:16.707] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:16  INFO     [19:41:16.719] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:17  INFO     [19:41:17.430] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:17  INFO     [19:41:17.433] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:17  INFO     [19:41:17.447] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:18  INFO     [19:41:18.166] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:18  INFO     [19:41:18.170] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:18  INFO     [19:41:18.174] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:18  INFO     [19:41:18.905] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:18  INFO     [19:41:18.910] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:18  INFO     [19:41:18.913] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:19  INFO     [19:41:19.640] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:19  INFO     [19:41:19.644] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:19  INFO     [19:41:19.647] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:20  INFO     [19:41:20.378] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.7 min left
2026-04-06T19:41:20  INFO     [19:41:20.382] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.7 min left
2026-04-06T19:41:20  INFO     [19:41:20.385] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.7 min left
2026-04-06T19:41:21  INFO     [19:41:21.105] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:21  INFO     [19:41:21.111] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:21  INFO     [19:41:21.115] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:21  INFO     [19:41:21.840] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:21  INFO     [19:41:21.843] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:21  INFO     [19:41:21.845] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:22  INFO     [19:41:22.572] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:22  INFO     [19:41:22.576] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:22  INFO     [19:41:22.579] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:23  INFO     [19:41:23.300] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:23  INFO     [19:41:23.306] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:23  INFO     [19:41:23.312] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:24  INFO     [19:41:24.037] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:24  INFO     [19:41:24.040] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:24  INFO     [19:41:24.043] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:24  INFO     [19:41:24.765] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:24  INFO     [19:41:24.771] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:24  INFO     [19:41:24.780] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:25  INFO     [19:41:25.502] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:25  INFO     [19:41:25.505] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:25  INFO     [19:41:25.508] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:26  INFO     [19:41:26.239] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:26  INFO     [19:41:26.242] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:26  INFO     [19:41:26.269] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:26  INFO     [19:41:26.968] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.6 min left
2026-04-06T19:41:26  INFO     [19:41:26.978] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.6 min left
2026-04-06T19:41:26  INFO     [19:41:26.994] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.6 min left
2026-04-06T19:41:27  INFO     [19:41:27.707] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:27  INFO     [19:41:27.710] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:27  INFO     [19:41:27.719] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:28  INFO     [19:41:28.443] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:28  INFO     [19:41:28.446] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:28  INFO     [19:41:28.448] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:29  INFO     [19:41:29.174] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:29  INFO     [19:41:29.177] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:29  INFO     [19:41:29.183] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:29  INFO     [19:41:29.909] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:29  INFO     [19:41:29.913] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:29  INFO     [19:41:29.915] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:30  INFO     [19:41:30.643] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:30  INFO     [19:41:30.646] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:30  INFO     [19:41:30.651] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:31  INFO     [19:41:31.377] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:31  INFO     [19:41:31.411] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:31  INFO     [19:41:31.434] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:32  INFO     [19:41:32.113] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:32  INFO     [19:41:32.144] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:32  INFO     [19:41:32.161] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:32  INFO     [19:41:32.860] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.5 min left
2026-04-06T19:41:32  INFO     [19:41:32.876] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.5 min left
2026-04-06T19:41:32  INFO     [19:41:32.882] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.5 min left
2026-04-06T19:41:33  INFO     [19:41:33.595] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:33  INFO     [19:41:33.610] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:33  INFO     [19:41:33.614] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:34  INFO     [19:41:34.330] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:34  INFO     [19:41:34.335] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:34  INFO     [19:41:34.351] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:35  INFO     [19:41:35.063] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:35  INFO     [19:41:35.067] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:35  INFO     [19:41:35.076] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:35  INFO     [19:41:35.799] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:35  INFO     [19:41:35.802] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:35  INFO     [19:41:35.805] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:36  INFO     [19:41:36.531] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:36  INFO     [19:41:36.534] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:36  INFO     [19:41:36.537] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:37  INFO     [19:41:37.265] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:37  INFO     [19:41:37.269] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:37  INFO     [19:41:37.272] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:38  INFO     [19:41:38.001] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:38  INFO     [19:41:38.005] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:38  INFO     [19:41:38.008] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:38  INFO     [19:41:38.738] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.4 min left
2026-04-06T19:41:38  INFO     [19:41:38.743] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.4 min left
2026-04-06T19:41:38  INFO     [19:41:38.746] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.4 min left
2026-04-06T19:41:39  INFO     [19:41:39.471] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:39  INFO     [19:41:39.475] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:39  INFO     [19:41:39.478] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:40  INFO     [19:41:40.197] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:40  INFO     [19:41:40.205] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:40  INFO     [19:41:40.209] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:40  INFO     [19:41:40.939] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:40  INFO     [19:41:40.942] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:40  INFO     [19:41:40.945] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:41  INFO     [19:41:41.673] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:41  INFO     [19:41:41.678] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:41  INFO     [19:41:41.708] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:42  INFO     [19:41:42.407] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:42  INFO     [19:41:42.410] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:42  INFO     [19:41:42.434] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:43  INFO     [19:41:43.145] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:43  INFO     [19:41:43.148] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:43  INFO     [19:41:43.158] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:43  INFO     [19:41:43.880] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:43  INFO     [19:41:43.883] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:43  INFO     [19:41:43.886] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:44  INFO     [19:41:44.616] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.3 min left
2026-04-06T19:41:44  INFO     [19:41:44.620] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.3 min left
2026-04-06T19:41:44  INFO     [19:41:44.623] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.3 min left
2026-04-06T19:41:45  INFO     [19:41:45.347] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:45  INFO     [19:41:45.353] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:45  INFO     [19:41:45.357] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
2026-04-06T19:41:46  INFO     [19:41:46.087] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
2026-04-06T19:41:46  INFO     [19:41:46.108] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:46  INFO     [19:41:46.115] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:46  INFO     [19:41:46.822] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
2026-04-06T19:41:46  INFO     [19:41:46.836] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:46  INFO     [19:41:46.848] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:47  INFO     [19:41:47.561] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
2026-04-06T19:41:47  INFO     [19:41:47.564] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:47  INFO     [19:41:47.575] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:48  INFO     [19:41:48.295] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:48  INFO     [19:41:48.298] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
2026-04-06T19:41:48  INFO     [19:41:48.304] [KXBTC15M] HOLDING YES | cur=99c entry=92c | unrealized=$+0.07 | 3.2 min left
2026-04-06T19:41:49  INFO     [19:41:49.026] [KXSOL15M] HOLDING YES | cur=98c entry=94c | unrealized=$+0.04 | 3.2 min left
2026-04-06T19:41:49  INFO     [19:41:49.029] [KXETH15M] HOLDING YES | cur=99c entry=88c | unrealized=$+0.11 | 3.2 min left
